POS,Nombre d'apparitions,Frequence d'apparition
n(sing),37,0.16372
adv(gener),20,0.0885
adp(),16,0.0708
"v(participle,past)",10,0.04425
conj(coord),10,0.04425
n(prop),9,0.03982
"pron(pers,3,plu)",8,0.0354
pron(poss),8,0.0354
n(plu),8,0.0354
v(infin),8,0.0354
art(indef),7,0.03097
"v(fin,pres,aux_cop)",7,0.03097
art(def),7,0.03097
"v(fin,past,lex)",6,0.02655
"pron(pers,1,plu)",6,0.02655
"v(fin,pres,lex)",6,0.02655
"v(fin,past,aux_cop)",6,0.02655
adj(),4,0.0177
adv(neg),4,0.0177
conj(subord),4,0.0177
"pron(pers,3,sing)",4,0.0177
adv(resum),3,0.01327
num(indef),3,0.01327
conj(comp),2,0.00885
v(prtcl),2,0.00885
"pron(pers,1,sing)",2,0.00885
"pron(pers,2,sing)",2,0.00885
pron(indef),2,0.00885
adv(dem),2,0.00885
"pron(pers,2,plu)",1,0.00442
pron(inter),1,0.00442
pronadv(rel),1,0.00442
"adv(inter)+pron(pers,3,sing)",1,0.00442
punc(quest),1,0.00442
"pron(pers,3,plu)+v(fin,pres,aux_cop)",1,0.00442
pron(dem),1,0.00442
v(imp),1,0.00442
art(def)+adp(),1,0.00442
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00442
interj(),1,0.00442
adp()+art(def),1,0.00442
pronadv(dem),1,0.00442
