POS,Nombre d'apparitions,Frequence d'apparition
n(sing),106,0.19343
adp(),49,0.08942
"v(fin,pres,lex)",45,0.08212
adv(gener),36,0.06569
adj(),30,0.05474
conj(coord),26,0.04745
n(prop),24,0.0438
"pron(pers,1,sing)",24,0.0438
"v(fin,pres,aux_cop)",20,0.0365
adv(neg),19,0.03467
pron(poss),18,0.03285
"pron(pers,3,sing)",17,0.03102
conj(subord),17,0.03102
v(infin),16,0.0292
"v(participle,past)",11,0.02007
art(def),10,0.01825
art(indef),10,0.01825
n(plu),9,0.01642
adv(dem),7,0.01277
interj(),7,0.01277
pron(dem),6,0.01095
pron(rel),6,0.01095
"pron(pers,2,plu)",5,0.00912
v(imp),5,0.00912
"v(fin,past,lex)",4,0.0073
num(indef),4,0.0073
pron(indef),2,0.00365
adp()+art(def),2,0.00365
"pron(pers,2,sing)",2,0.00365
"pron(pers,3,plu)",2,0.00365
adv(inter),1,0.00182
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00182
punc(quest),1,0.00182
misc(),1,0.00182
"pron(pers,1,sing)+adv(neg)",1,0.00182
num(card)+n(plu),1,0.00182
"v(fin,past,aux_cop)",1,0.00182
conj(comp),1,0.00182
art(def)+n(sing),1,0.00182
