POS,Nombre d'apparitions,Frequence d'apparition
n(sing),31,0.12253
adv(gener),26,0.10277
"pron(pers,1,sing)",24,0.09486
"v(fin,pres,lex)",19,0.0751
adv(neg),15,0.05929
v(infin),15,0.05929
adj(),14,0.05534
adp(),14,0.05534
"v(fin,pres,aux_cop)",11,0.04348
n(plu),10,0.03953
pron(poss),9,0.03557
conj(coord),9,0.03557
"pron(pers,3,sing)",7,0.02767
"pron(pers,2,plu)",6,0.02372
art(indef),5,0.01976
pron(dem),4,0.01581
"v(participle,past)",3,0.01186
"pron(pers,3,plu)+pron(dem)",3,0.01186
interj(),3,0.01186
adv(dem),2,0.00791
"pron(pers,2,sing)",2,0.00791
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00791
"v(fin,past,lex)",2,0.00791
pron(indef),2,0.00791
art(def),2,0.00791
"v(fin,past,aux_cop)",2,0.00791
pron(inter),1,0.00395
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00395
adp()+art(def),1,0.00395
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00395
n(prop),1,0.00395
pron(rel),1,0.00395
art(def)+adp(),1,0.00395
num(card),1,0.00395
"pron(indef)+v(fin,pres,aux_cop)",1,0.00395
num(indef),1,0.00395
misc(),1,0.00395
