POS,Nombre d'apparitions,Frequence d'apparition
n(sing),36,0.288
"v(fin,pres,lex)",12,0.096
adj(),9,0.072
adp(),8,0.064
art(def),7,0.056
art(indef),6,0.048
adv(gener),5,0.04
pron(poss),5,0.04
"v(fin,pres,aux_cop)",5,0.04
conj(coord),5,0.04
n(prop),5,0.04
v(infin),3,0.024
adv(neg),3,0.024
"pron(pers,1,plu)",3,0.024
"pron(pers,1,sing)",2,0.016
adv(dem),2,0.016
"pron(pers,2,plu)",1,0.008
v(imp),1,0.008
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.008
art(def)+n(sing),1,0.008
pron(indef),1,0.008
pron(dem),1,0.008
pronadv(dem),1,0.008
conj(comp),1,0.008
n(plu),1,0.008
