POS,Nombre d'apparitions,Frequence d'apparition
n(sing),23,0.17692
adp(),16,0.12308
adj(),7,0.05385
"v(fin,pres,lex)",7,0.05385
adv(gener),7,0.05385
conj(coord),6,0.04615
"pron(pers,2,sing)",6,0.04615
n(prop),6,0.04615
"v(fin,pres,aux_cop)",5,0.03846
n(plu),5,0.03846
pron(poss),5,0.03846
art(def),4,0.03077
v(infin),4,0.03077
interj(),3,0.02308
pron(dem),2,0.01538
"pron(pers,1,sing)",2,0.01538
v(imp),2,0.01538
art(indef),2,0.01538
"pron(pers,1,plu)",2,0.01538
"pron(refl,3,sing)",1,0.00769
"pron(pers,3,sing)",1,0.00769
"pron(pers,3,plu)",1,0.00769
adv(inter),1,0.00769
art(def)+pron(rel),1,0.00769
misc(),1,0.00769
"pron(dem)+v(fin,pres,aux_cop)",1,0.00769
"pron(pers,2,plu)+pron(pers,3,sing)",1,0.00769
"v(infin,subs)",1,0.00769
art(def)+n(sing),1,0.00769
pronadv(prep),1,0.00769
"v(fin,past,lex)",1,0.00769
adv(dem),1,0.00769
"pron(pers,2,plu)",1,0.00769
"v(participle,past)",1,0.00769
conj(subord),1,0.00769
