POS,Nombre d'apparitions,Frequence d'apparition
n(sing),38,0.21839
adv(gener),13,0.07471
adp(),11,0.06322
"v(participle,past)",11,0.06322
conj(coord),10,0.05747
v(infin),9,0.05172
"pron(pers,3,sing)",9,0.05172
n(prop),8,0.04598
"v(fin,pres,aux_cop)",7,0.04023
art(def),7,0.04023
adv(neg),5,0.02874
v(imp),5,0.02874
pron(poss),4,0.02299
"v(fin,pres,lex)",4,0.02299
adj(),4,0.02299
art(indef),4,0.02299
"pron(pers,1,sing)",3,0.01724
"v(fin,past,lex)",2,0.01149
"pron(pers,3,plu)",2,0.01149
"pron(pers,2,plu)",2,0.01149
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.01149
interj(),2,0.01149
"v(fin,past,aux_cop)",2,0.01149
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00575
"pron(pers,3,sing)+adv(neg)",1,0.00575
n(plu),1,0.00575
pron(dem),1,0.00575
adv(resum),1,0.00575
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00575
pron(indef),1,0.00575
"pron(pers,2,sing)",1,0.00575
conj(comp),1,0.00575
misc(),1,0.00575
