POS,Nombre d'apparitions,Frequence d'apparition
n(sing),52,0.20717
conj(coord),22,0.08765
"pron(pers,1,sing)",18,0.07171
adp(),17,0.06773
pron(poss),16,0.06375
n(prop),15,0.05976
adj(),14,0.05578
"v(fin,pres,aux_cop)",12,0.04781
adv(gener),11,0.04382
v(infin),10,0.03984
"v(participle,past)",8,0.03187
art(def),7,0.02789
interj(),5,0.01992
n(plu),5,0.01992
art(indef),5,0.01992
"v(fin,pres,lex)",4,0.01594
misc(),3,0.01195
"pron(pers,2,plu)",3,0.01195
pron(rel),3,0.01195
"v(fin,past,aux_cop)",2,0.00797
v(imp),2,0.00797
adv(dem),2,0.00797
num(indef),2,0.00797
"pron(pers,3,plu)",2,0.00797
conj(subord),1,0.00398
num(card)+n(sing),1,0.00398
punc(quest),1,0.00398
"pron(pers,3,sing)",1,0.00398
v(infin)+adp(),1,0.00398
art(def)+n(plu),1,0.00398
adv(neg),1,0.00398
num(card),1,0.00398
art(def)+adp(),1,0.00398
"v(fin,past,lex)",1,0.00398
adj()+n(sing),1,0.00398
