POS,Nombre d'apparitions,Frequence d'apparition
n(sing),40,0.15564
adv(gener),28,0.10895
adp(),26,0.10117
art(def),17,0.06615
"v(fin,pres,lex)",17,0.06615
n(plu),17,0.06615
v(infin),16,0.06226
conj(coord),13,0.05058
"pron(pers,1,plu)",11,0.0428
adj(),10,0.03891
pron(poss),9,0.03502
adv(resum),7,0.02724
"pron(pers,2,plu)",7,0.02724
n(prop),6,0.02335
"v(fin,pres,aux_cop)",6,0.02335
v(imp),3,0.01167
"v(participle,past)",3,0.01167
num(indef),3,0.01167
"pron(pers,3,sing)",2,0.00778
art(indef),2,0.00778
pron(dem),2,0.00778
pron(indef),2,0.00778
"pron(pers,1,sing)",1,0.00389
"pron(refl,1,plu)",1,0.00389
conj(comp),1,0.00389
conj(subord),1,0.00389
"pron(poss,2,sing)",1,0.00389
"pron(pers,3,plu)",1,0.00389
"pron(pers,3,sing)+pron(pers,3,plu)",1,0.00389
"conj(subord)+pron(pers,3,plu)",1,0.00389
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00389
pronadv(rel),1,0.00389
