POS,Nombre d'apparitions,Frequence d'apparition
punc(quest),34,0.12057
n(sing),34,0.12057
adj(),18,0.06383
v(infin),17,0.06028
adp(),16,0.05674
pron(poss),15,0.05319
n(prop),13,0.0461
conj(coord),13,0.0461
"pron(pers,2,sing)",12,0.04255
adv(neg),12,0.04255
"v(fin,pres,aux_cop)",11,0.03901
"v(fin,pres,lex)",10,0.03546
"pron(pers,1,sing)",8,0.02837
adv(gener),8,0.02837
"v(infin,subs)",7,0.02482
"v(participle,past)",6,0.02128
v(imp),6,0.02128
misc(),5,0.01773
n(plu),4,0.01418
"pron(refl,2,sing)",3,0.01064
pron(indef),3,0.01064
art(def),3,0.01064
pron(dem),2,0.00709
interj(),2,0.00709
v(prtcl),2,0.00709
"pron(pers,3,sing)",2,0.00709
art(indef),2,0.00709
"conj(subord)+pron(pers,3,plu)",1,0.00355
pron(rel),1,0.00355
art(def)+n(sing),1,0.00355
misc(latin),1,0.00355
art(def)+conj(coord),1,0.00355
"v(fin,past,lex)",1,0.00355
"pron(pers,3,plu)",1,0.00355
num(indef),1,0.00355
adp()+art(def),1,0.00355
num(card),1,0.00355
"pron(pers,1,plu)",1,0.00355
punc(comma),1,0.00355
"v(fin,past,aux_cop)",1,0.00355
conj(subord),1,0.00355
