POS,Nombre d'apparitions,Frequence d'apparition
n(sing),61,0.1728
adp(),27,0.07649
"v(fin,pres,aux_cop)",23,0.06516
adv(gener),22,0.06232
"v(fin,pres,lex)",22,0.06232
"pron(pers,1,sing)",20,0.05666
v(infin),19,0.05382
conj(coord),17,0.04816
adj(),13,0.03683
pron(poss),10,0.02833
pron(dem),10,0.02833
adv(dem),9,0.0255
art(indef),8,0.02266
"v(participle,past)",8,0.02266
"pron(pers,2,plu)",8,0.02266
n(prop),6,0.017
art(def),6,0.017
conj(subord),6,0.017
"pron(pers,3,sing)",5,0.01416
interj(),5,0.01416
adv(neg),5,0.01416
v(imp),4,0.01133
"v(fin,past,lex)",4,0.01133
conj(comp),4,0.01133
"pron(pers,1,plu)",3,0.0085
misc(),3,0.0085
n(plu),3,0.0085
"pron(pers,2,sing)",3,0.0085
pronadv(rel),2,0.00567
pron(indef),2,0.00567
pronadv(dem),2,0.00567
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00567
"pron(pers,3,plu)",2,0.00567
pron(inter),2,0.00567
punc(quest),1,0.00283
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00283
"v(fin,past,aux_cop)",1,0.00283
num(indef),1,0.00283
"pron(rel)+pron(pers,3,sing)",1,0.00283
"pron(pers,3,sing)+interj()",1,0.00283
adv(inter),1,0.00283
