POS,Nombre d'apparitions,Frequence d'apparition
n(sing),35,0.17588
adj(),14,0.07035
"v(fin,pres,aux_cop)",13,0.06533
adp(),12,0.0603
"pron(pers,1,sing)",12,0.0603
"v(fin,pres,lex)",11,0.05528
pron(poss),11,0.05528
art(indef),9,0.04523
n(plu),7,0.03518
"v(fin,past,lex)",6,0.03015
adv(gener),5,0.02513
art(def),5,0.02513
"pron(pers,3,sing)",5,0.02513
v(infin),5,0.02513
adp()+art(def),5,0.02513
conj(coord),5,0.02513
pron(rel),5,0.02513
num(card),4,0.0201
adv(resum),4,0.0201
"pron(pers,2,plu)",3,0.01508
adv(neg),3,0.01508
n(prop),3,0.01508
"v(fin,past,aux_cop)",2,0.01005
"pron(pers,2,sing)",2,0.01005
interj(),2,0.01005
punc(quest),1,0.00503
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00503
num(indef)+art(def),1,0.00503
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00503
"v(participle,past)",1,0.00503
pron(indef),1,0.00503
art(def)+n(sing),1,0.00503
"pron(pers,3,plu)",1,0.00503
adv(dem),1,0.00503
v(imp),1,0.00503
adv(indef),1,0.00503
