POS,Nombre d'apparitions,Frequence d'apparition
adp(),24,0.12371
n(sing),23,0.11856
"pron(pers,1,sing)",14,0.07216
adv(gener),12,0.06186
adj(),12,0.06186
"v(fin,pres,aux_cop)",11,0.0567
pron(poss),11,0.0567
v(infin),9,0.04639
"v(fin,pres,lex)",8,0.04124
n(prop),7,0.03608
conj(coord),7,0.03608
misc(),6,0.03093
n(plu),6,0.03093
art(def),5,0.02577
pron(indef),4,0.02062
pron(rel),4,0.02062
art(indef),4,0.02062
"pron(pers,2,plu)",3,0.01546
"v(participle,pres)",3,0.01546
"v(participle,past)",3,0.01546
pronadv(rel),2,0.01031
"pron(refl,1,sing)",2,0.01031
"pron(pers,3,sing)",2,0.01031
pronadv(dem),2,0.01031
interj(),1,0.00515
conj(subord),1,0.00515
num(indef),1,0.00515
v(imp),1,0.00515
pron(inter),1,0.00515
num(card),1,0.00515
"pron(pers,1,sing)+adv(neg)",1,0.00515
adv(dem),1,0.00515
"pron(pers,2,sing)",1,0.00515
adv(resum),1,0.00515
