POS,Nombre d'apparitions,Frequence d'apparition
n(sing),64,0.23443
adp(),23,0.08425
adj(),23,0.08425
"v(fin,pres,aux_cop)",16,0.05861
conj(coord),15,0.05495
"pron(pers,2,plu)",14,0.05128
pron(poss),14,0.05128
adv(gener),13,0.04762
"pron(pers,3,sing)",11,0.04029
"v(fin,pres,lex)",9,0.03297
"pron(pers,1,sing)",7,0.02564
v(imp),6,0.02198
n(plu),6,0.02198
v(infin),6,0.02198
art(def),5,0.01832
misc(),5,0.01832
pronadv(rel),4,0.01465
art(indef),3,0.01099
num(indef),3,0.01099
interj(),3,0.01099
"v(participle,past)",2,0.00733
art(def)+adp(),2,0.00733
pron(rel),2,0.00733
pronadv(inter),2,0.00733
n(prop),2,0.00733
num(card),2,0.00733
conj(subord),2,0.00733
adv(neg),2,0.00733
"pron(pers,1,plu)",1,0.00366
adp()+art(def),1,0.00366
"v(fin,past,aux_cop)",1,0.00366
pron(indef),1,0.00366
conj(comp),1,0.00366
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00366
"v(fin,pres,lex)+pron(pers,2,sing)",1,0.00366
