POS,Nombre d'apparitions,Frequence d'apparition
n(sing),29,0.16292
pron(poss),19,0.10674
"v(fin,pres,lex)",13,0.07303
conj(coord),13,0.07303
adp(),12,0.06742
adv(gener),10,0.05618
"v(fin,pres,aux_cop)",9,0.05056
n(plu),8,0.04494
adj(),8,0.04494
v(infin),8,0.04494
"pron(pers,1,sing)",7,0.03933
v(imp),5,0.02809
interj(),5,0.02809
n(prop),4,0.02247
"pron(pers,2,plu)",4,0.02247
adv(neg),4,0.02247
"pron(pers,2,sing)",3,0.01685
art(def),3,0.01685
art(indef),2,0.01124
pron(rel),2,0.01124
adv(resum),1,0.00562
pron(indef),1,0.00562
art(def)+adp(),1,0.00562
adv(dem),1,0.00562
"v(fin,past,aux_cop)",1,0.00562
num(indef),1,0.00562
adp()+art(def),1,0.00562
conj(subord),1,0.00562
"v(participle,past)",1,0.00562
conj(comp),1,0.00562
