POS,Nombre d'apparitions,Frequence d'apparition
n(sing),74,0.20613
adp(),39,0.10864
v(infin),38,0.10585
adj(),31,0.08635
adv(gener),30,0.08357
conj(coord),22,0.06128
adv(neg),16,0.04457
"v(fin,pres,lex)",14,0.039
pron(poss),10,0.02786
art(indef),9,0.02507
"v(fin,pres,aux_cop)",8,0.02228
n(prop),7,0.0195
"v(participle,past)",7,0.0195
pron(rel),5,0.01393
pron(indef),5,0.01393
v(imp),3,0.00836
n(plu),3,0.00836
num(indef),3,0.00836
pron(dem),3,0.00836
"pron(pers,3,sing)",3,0.00836
adv(resum),2,0.00557
pron(inter),2,0.00557
conj(comp),2,0.00557
art(def)+adj(),2,0.00557
conj(subord),2,0.00557
"pron(pers,3,plu)",2,0.00557
art(def),2,0.00557
art(def)+adp(),1,0.00279
pronadv(dem),1,0.00279
"pron(pers,2,sing)",1,0.00279
"pron(refl,2,sing)",1,0.00279
adv(indef),1,0.00279
adp()+v(infin),1,0.00279
"pron(pers,2,plu)",1,0.00279
"v(fin,past,lex)",1,0.00279
art(def)+n(sing),1,0.00279
adp()+art(def),1,0.00279
interj(),1,0.00279
"pron(refl,3,sing)",1,0.00279
adv(),1,0.00279
"pron(refl,3,plu)",1,0.00279
conj(),1,0.00279
