POS,Nombre d'apparitions,Frequence d'apparition
n(prop),84,0.2
n(sing),49,0.11667
adv(gener),47,0.1119
v(infin),39,0.09286
"v(fin,pres,lex)",24,0.05714
art(def),23,0.05476
adp(),20,0.04762
art(indef),17,0.04048
adj(),15,0.03571
misc(),13,0.03095
"v(fin,pres,aux_cop)",13,0.03095
n(plu),12,0.02857
"pron(pers,1,sing)",12,0.02857
"pron(pers,2,plu)",11,0.02619
adv(neg),10,0.02381
pron(poss),9,0.02143
interj(),5,0.0119
pronadv(rel),3,0.00714
conj(coord),3,0.00714
conj(subord),2,0.00476
adv(dem),2,0.00476
conj(comp),2,0.00476
pron(indef),1,0.00238
"v(fin,past,aux_cop)",1,0.00238
"pron(pers,2,sing)",1,0.00238
art(def)+adp(),1,0.00238
"v(participle,past)",1,0.00238
