POS,Nombre d'apparitions,Frequence d'apparition
n(sing),75,0.15991
adv(gener),38,0.08102
adp(),38,0.08102
pron(poss),33,0.07036
adj(),27,0.05757
conj(coord),23,0.04904
"v(participle,past)",23,0.04904
"v(fin,pres,aux_cop)",21,0.04478
"pron(pers,1,sing)",17,0.03625
"v(fin,pres,lex)",16,0.03412
v(infin),15,0.03198
n(plu),14,0.02985
adv(neg),13,0.02772
"pron(pers,2,plu)",11,0.02345
"v(fin,past,lex)",10,0.02132
art(def),9,0.01919
art(indef),8,0.01706
n(prop),7,0.01493
v(imp),6,0.01279
"pron(pers,3,sing)",6,0.01279
interj(),6,0.01279
num(indef),5,0.01066
"v(fin,past,aux_cop)",5,0.01066
pron(rel),5,0.01066
pron(dem),4,0.00853
pron(indef),4,0.00853
conj(subord),4,0.00853
"pron(pers,3,plu)",3,0.0064
art(def)+n(sing),3,0.0064
adv(dem),3,0.0064
v(prtcl),2,0.00426
"pron(pers,2,sing)",2,0.00426
adv(resum),2,0.00426
punc(quest),2,0.00426
art(def)+adp(),1,0.00213
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00213
"pron(pers,1,sing)+v(fin,pres,lex)",1,0.00213
"pron(refl,2,sing)",1,0.00213
"pron(pers,3,sing)+pron(pers,1,sing)+v(fin,pres,lex)",1,0.00213
"v(fin,pres,aux_cop)+pron(pers,2,sing)",1,0.00213
pronadv(prep),1,0.00213
pronadv(rel),1,0.00213
misc(),1,0.00213
