POS,Nombre d'apparitions,Frequence d'apparition
n(sing),213,0.22304
adp(),71,0.07435
adv(gener),67,0.07016
v(infin),55,0.05759
adj(),51,0.0534
conj(coord),50,0.05236
"v(fin,pres,lex)",40,0.04188
pron(poss),39,0.04084
art(indef),32,0.03351
"v(fin,pres,aux_cop)",30,0.03141
"v(participle,past)",29,0.03037
n(plu),28,0.02932
art(def),25,0.02618
"pron(pers,3,sing)",24,0.02513
adv(neg),21,0.02199
n(prop),18,0.01885
pron(indef),12,0.01257
"v(fin,past,lex)",11,0.01152
art(def)+n(sing),10,0.01047
v(imp),10,0.01047
adp()+art(def),10,0.01047
pron(dem),9,0.00942
pron(rel),9,0.00942
"pron(pers,1,sing)",8,0.00838
num(indef),8,0.00838
"v(fin,past,aux_cop)",7,0.00733
art(def)+adp(),6,0.00628
conj(subord),6,0.00628
adv(dem),5,0.00524
"pron(refl,3,sing)",5,0.00524
"pron(pers,3,sing)+v(fin,pres,aux_cop)",4,0.00419
"pron(pers,3,plu)",4,0.00419
interj(),4,0.00419
num(card),3,0.00314
"pron(pers,3,sing)+interj()",2,0.00209
n(sing)+art(def),2,0.00209
"v(fin,past,lex)+pron(pers,3,sing)",2,0.00209
misc(),2,0.00209
"conj(subord)+pron(pers,3,plu)",2,0.00209
"pron(pers,3,sing)+pron(pers,3,sing)",2,0.00209
pronadv(pers)+v(imp),1,0.00105
"pronadv(pers)+v(fin,pres,aux_cop)",1,0.00105
"pron(pers,3,sing)+pron(pers,3,plu)",1,0.00105
pron(inter),1,0.00105
conj(comp)+pron(indef),1,0.00105
"pronadv(pers)+v(fin,pres,lex)",1,0.00105
"pron(pers,3,sing)+conj(subord)",1,0.00105
pronadv(rel),1,0.00105
"v(fin,pres,aux_cop)+pron(pers,3,plu)",1,0.00105
n(sing)+adp(),1,0.00105
"pronadv(pers)+v(fin,past,aux_cop)",1,0.00105
"pron(indef)+v(fin,pres,aux_cop)",1,0.00105
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00105
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00105
adv(rel),1,0.00105
"pron(refl,3,plu)",1,0.00105
art(def)+adj(),1,0.00105
"v(fin,past,aux_cop)+pron(pers,3,plu)",1,0.00105
"pron(pers,1,plu)",1,0.00105
