POS,Nombre d'apparitions,Frequence d'apparition
n(sing),26,0.125
adv(gener),21,0.10096
"pron(pers,1,sing)",16,0.07692
pron(poss),14,0.06731
adp(),14,0.06731
v(infin),13,0.0625
"v(fin,pres,aux_cop)",12,0.05769
conj(coord),12,0.05769
"v(fin,pres,lex)",11,0.05288
adj(),10,0.04808
v(imp),7,0.03365
"pron(pers,2,plu)",6,0.02885
conj(subord),6,0.02885
n(plu),4,0.01923
adv(neg),4,0.01923
art(def),4,0.01923
punc(quest),4,0.01923
adv(dem),3,0.01442
art(indef),3,0.01442
"v(participle,past)",2,0.00962
interj(),2,0.00962
"pron(pers,2,sing)",2,0.00962
num(indef),2,0.00962
n(sing)+adp(),1,0.00481
pronadv(dem),1,0.00481
n(prop),1,0.00481
misc(),1,0.00481
pron(dem),1,0.00481
"v(fin,past,lex)",1,0.00481
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00481
"pron(pers,3,sing)",1,0.00481
conj(comp),1,0.00481
"pron(refl,2,sing)",1,0.00481
