POS,Nombre d'apparitions,Frequence d'apparition
n(sing),46,0.21101
adp(),22,0.10092
"v(fin,pres,aux_cop)",15,0.06881
art(def),14,0.06422
v(infin),14,0.06422
adj(),12,0.05505
"v(fin,pres,lex)",12,0.05505
pron(poss),11,0.05046
adv(gener),8,0.0367
"pron(pers,3,sing)",5,0.02294
conj(coord),5,0.02294
n(prop),5,0.02294
adv(neg),5,0.02294
punc(quest),5,0.02294
"pron(pers,2,plu)",4,0.01835
pron(indef),3,0.01376
v(imp),3,0.01376
n(plu),3,0.01376
adv(dem),3,0.01376
interj(),3,0.01376
"pron(pers,1,sing)",3,0.01376
num(indef),3,0.01376
pron(dem),2,0.00917
pron(rel),2,0.00917
"pron(pers,2,sing)",1,0.00459
"v(participle,pres)",1,0.00459
"pron(pers,1,plu)",1,0.00459
adv(inter),1,0.00459
"v(fin,past,lex)",1,0.00459
art(indef),1,0.00459
"pron(refl,3,sing)",1,0.00459
misc(),1,0.00459
"v(participle,past)",1,0.00459
art(def)+n(sing),1,0.00459
