POS,Nombre d'apparitions,Frequence d'apparition
n(sing),27,0.18367
adp(),15,0.10204
conj(coord),10,0.06803
art(def),10,0.06803
"v(fin,pres,lex)",9,0.06122
"pron(pers,1,sing)",8,0.05442
"v(fin,pres,aux_cop)",7,0.04762
adv(gener),7,0.04762
pron(poss),6,0.04082
adv(neg),6,0.04082
"pron(pers,2,plu)",6,0.04082
num(indef),5,0.03401
adj(),5,0.03401
"pron(pers,2,sing)",4,0.02721
punc(quest),3,0.02041
conj(subord),2,0.01361
misc(),2,0.01361
interj(),2,0.01361
art(indef),2,0.01361
"pron(refl,2,sing)",2,0.01361
v(infin),2,0.01361
art(def)+n(plu),1,0.0068
n(prop),1,0.0068
adv(inter),1,0.0068
pron(indef),1,0.0068
pron(rel)+adv(gener),1,0.0068
"pron(pers,3,sing)",1,0.0068
v(imp),1,0.0068
