POS,Nombre d'apparitions,Frequence d'apparition
n(sing),34,0.18478
pron(poss),14,0.07609
adp(),12,0.06522
"pron(pers,2,plu)",10,0.05435
adj(),9,0.04891
conj(coord),9,0.04891
v(infin),9,0.04891
interj(),8,0.04348
"v(fin,pres,lex)",8,0.04348
adv(gener),7,0.03804
v(imp),7,0.03804
"v(fin,pres,aux_cop)",6,0.03261
"pron(pers,1,sing)",6,0.03261
adv(dem),5,0.02717
"pron(pers,2,sing)",4,0.02174
pron(indef),4,0.02174
conj(subord),4,0.02174
n(prop),3,0.0163
"pron(pers,3,sing)",3,0.0163
"v(fin,past,lex)",3,0.0163
art(indef),3,0.0163
art(def),3,0.0163
adv(neg),3,0.0163
"v(participle,past)",2,0.01087
adv(resum),1,0.00543
"v(fin,past,aux_cop)",1,0.00543
pron(dem),1,0.00543
art(def)+n(sing),1,0.00543
art(def)+adp(),1,0.00543
conj(comp),1,0.00543
n(plu),1,0.00543
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00543
