POS,Nombre d'apparitions,Frequence d'apparition
n(sing),51,0.13316
adp(),41,0.10705
v(infin),31,0.08094
"pron(pers,1,sing)",26,0.06789
"v(fin,pres,aux_cop)",22,0.05744
adj(),21,0.05483
adv(gener),16,0.04178
"v(participle,past)",14,0.03655
pron(poss),13,0.03394
art(def),11,0.02872
n(plu),11,0.02872
conj(coord),10,0.02611
"v(fin,past,lex)",10,0.02611
pron(dem),8,0.02089
"pron(pers,2,plu)",8,0.02089
"v(fin,pres,lex)",7,0.01828
adv(neg),7,0.01828
pron(rel),7,0.01828
"pron(pers,3,sing)",7,0.01828
conj(subord),6,0.01567
num(indef),6,0.01567
art(indef),6,0.01567
n(prop),6,0.01567
pron(indef),5,0.01305
"v(fin,past,aux_cop)",5,0.01305
num(card),4,0.01044
adv(dem),4,0.01044
"pron(pers,3,plu)",3,0.00783
interj(),2,0.00522
v(imp),2,0.00522
art(def)+n(sing),2,0.00522
"pron(pers,3,sing)+conj(neg)",1,0.00261
n(plu)+art(def),1,0.00261
pron(inter),1,0.00261
"pron(pers,1,plu)",1,0.00261
pron(indef)+pron(dem),1,0.00261
pronadv(rel),1,0.00261
adv(inter),1,0.00261
conj(comp),1,0.00261
adp()+n(sing),1,0.00261
adp()+art(def),1,0.00261
misc(),1,0.00261
