POS,Nombre d'apparitions,Frequence d'apparition
n(sing),54,0.23684
adp(),22,0.09649
adj(),18,0.07895
adv(gener),15,0.06579
v(infin),14,0.0614
conj(coord),13,0.05702
adv(neg),10,0.04386
"v(fin,pres,aux_cop)",8,0.03509
"v(fin,pres,lex)",8,0.03509
art(def),7,0.0307
n(plu),6,0.02632
"pron(pers,1,plu)",6,0.02632
pron(poss),5,0.02193
"v(participle,past)",5,0.02193
adp()+art(def),4,0.01754
v(imp),3,0.01316
n(prop),3,0.01316
art(def)+n(sing),3,0.01316
pron(indef),2,0.00877
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00877
art(def)+adp(),2,0.00877
conj(subord),2,0.00877
art(indef),2,0.00877
interj(),2,0.00877
"pron(pers,2,sing)",2,0.00877
"pron(pers,1,sing)",2,0.00877
conj(comp),1,0.00439
pronadv(dem),1,0.00439
num(indef),1,0.00439
adv(dem),1,0.00439
pron(rel),1,0.00439
"pron(pers,3,sing)",1,0.00439
punc(quest),1,0.00439
"pron(pers,3,plu)",1,0.00439
