POS,Nombre d'apparitions,Frequence d'apparition
n(sing),64,0.20915
v(infin),29,0.09477
adp(),22,0.0719
adj(),18,0.05882
conj(coord),17,0.05556
adv(gener),17,0.05556
adv(neg),11,0.03595
"v(fin,pres,lex)",11,0.03595
punc(quest),10,0.03268
"v(fin,pres,aux_cop)",9,0.02941
art(def),8,0.02614
art(indef),8,0.02614
n(plu),8,0.02614
pron(indef),7,0.02288
pron(poss),7,0.02288
adp()+art(def),6,0.01961
pron(rel),5,0.01634
"pron(pers,2,sing)",4,0.01307
v(imp),4,0.01307
art(def)+n(sing),3,0.0098
misc(),3,0.0098
"pron(pers,1,plu)",3,0.0098
"pron(pers,3,sing)",3,0.0098
"pron(pers,1,sing)",3,0.0098
"v(participle,past)",3,0.0098
num(indef),2,0.00654
"v(fin,past,lex)",2,0.00654
conj(comp),2,0.00654
interj(),2,0.00654
num(card),2,0.00654
pron(dem),2,0.00654
adv(),1,0.00327
pron(rel)+pronadv(pers),1,0.00327
"v(fin,past,aux_cop)",1,0.00327
pronadv(dem),1,0.00327
n(prop),1,0.00327
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00327
adv(dem),1,0.00327
art(def)+num(indef),1,0.00327
num(ord),1,0.00327
pronadv(prep),1,0.00327
"pron(refl,2,sing)",1,0.00327
