POS,Nombre d'apparitions,Frequence d'apparition
n(sing),64,0.21549
adp(),23,0.07744
art(def),19,0.06397
adj(),19,0.06397
n(prop),18,0.06061
adv(gener),18,0.06061
"v(fin,pres,aux_cop)",16,0.05387
v(infin),14,0.04714
conj(coord),13,0.04377
art(indef),10,0.03367
"v(participle,past)",9,0.0303
"v(fin,pres,lex)",9,0.0303
interj(),8,0.02694
n(plu),6,0.0202
"pron(pers,3,sing)",6,0.0202
"v(fin,past,lex)",5,0.01684
"pron(pers,1,sing)",4,0.01347
pron(poss),4,0.01347
adv(neg),4,0.01347
pron(indef),3,0.0101
pron(dem),3,0.0101
"pron(pers,3,plu)",3,0.0101
misc(),2,0.00673
num(indef),2,0.00673
"v(fin,past,aux_cop)",2,0.00673
"pron(pers,2,plu)",1,0.00337
pron(rel),1,0.00337
adp()+art(def)+n(sing),1,0.00337
"pron(pers,1,plu)",1,0.00337
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00337
adv(inter),1,0.00337
v(imp),1,0.00337
"pron(pers,3,sing)+interj()",1,0.00337
conj(comp),1,0.00337
art(def)+n(sing),1,0.00337
adp()+v(infin),1,0.00337
adv(indef),1,0.00337
"pron(refl,2,sing)",1,0.00337
