POS,Nombre d'apparitions,Frequence d'apparition
n(sing),29,0.17683
adj(),13,0.07927
"v(fin,pres,lex)",12,0.07317
n(prop),12,0.07317
conj(coord),11,0.06707
"v(fin,pres,aux_cop)",9,0.05488
v(infin),8,0.04878
adv(gener),8,0.04878
n(plu),7,0.04268
adp(),7,0.04268
art(def),6,0.03659
pron(poss),6,0.03659
conj(comp),4,0.02439
adv(neg),3,0.01829
interj(),3,0.01829
punc(hyphen),3,0.01829
num(indef),2,0.0122
"pron(pers,3,sing)",2,0.0122
adp()+pron(dem),2,0.0122
"pron(pers,1,sing)",2,0.0122
adv(dem),2,0.0122
"pron(pers,2,plu)+pron(pers,3,sing)",1,0.0061
pron(dem),1,0.0061
"pron(pers,2,plu)",1,0.0061
pron(rel),1,0.0061
pron(indef),1,0.0061
"v(participle,past)",1,0.0061
adv(inter),1,0.0061
punc(quest),1,0.0061
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.0061
v(imp),1,0.0061
pron(inter),1,0.0061
"pron(pers,1,plu)",1,0.0061
art(indef),1,0.0061
