POS,Nombre d'apparitions,Frequence d'apparition
n(sing),44,0.19383
adj(),26,0.11454
"v(fin,pres,lex)",19,0.0837
pron(poss),18,0.0793
adp(),17,0.07489
adv(gener),16,0.07048
art(indef),13,0.05727
n(prop),7,0.03084
v(imp),7,0.03084
conj(coord),7,0.03084
conj(comp),6,0.02643
art(def),6,0.02643
v(infin),5,0.02203
"pron(pers,1,sing)",4,0.01762
n(plu),4,0.01762
adv(neg),3,0.01322
"pron(pers,3,sing)",3,0.01322
num(indef),2,0.00881
"v(participle,past)",2,0.00881
pron(inter),2,0.00881
"v(fin,pres,aux_cop)",2,0.00881
pron(rel),2,0.00881
"pron(pers,2,sing)",2,0.00881
"v(fin,pres,aux_cop)+pronadv(pers)",1,0.00441
"v(fin,past,aux_cop)",1,0.00441
art(def)+n(sing),1,0.00441
interj(),1,0.00441
adp()+art(def),1,0.00441
adv(dem),1,0.00441
"pron(pers,2,plu)",1,0.00441
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00441
pron(indef),1,0.00441
pron(dem),1,0.00441
