POS,Nombre d'apparitions,Frequence d'apparition
n(sing),40,0.181
adp(),25,0.11312
v(infin),16,0.0724
adv(gener),13,0.05882
adj(),13,0.05882
conj(coord),12,0.0543
"pron(pers,3,sing)",11,0.04977
art(def),10,0.04525
pron(poss),9,0.04072
n(plu),8,0.0362
"v(fin,pres,aux_cop)",7,0.03167
"v(participle,past)",5,0.02262
adv(neg),5,0.02262
"v(fin,past,aux_cop)",5,0.02262
art(indef),5,0.02262
pron(dem),3,0.01357
num(indef),3,0.01357
conj(subord),3,0.01357
pron(indef),3,0.01357
"v(fin,pres,lex)",3,0.01357
"pron(pers,3,sing)+pron(pers,3,plu)",2,0.00905
n(prop),2,0.00905
pronadv(rel),2,0.00905
adp()+art(def),2,0.00905
pron(rel),2,0.00905
"pron(pers,1,plu)",1,0.00452
adv(resum),1,0.00452
"pron(pers,3,sing)+adv(neg)",1,0.00452
adv(indef),1,0.00452
"pron(pers,2,plu)",1,0.00452
"v(fin,past,lex)",1,0.00452
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00452
art(def)+n(sing),1,0.00452
"v(participle,pres)",1,0.00452
"pron(pers,3,plu)",1,0.00452
art(def)+adp(),1,0.00452
"pron(pers,1,sing)",1,0.00452
