POS,Nombre d'apparitions,Frequence d'apparition
n(sing),377,0.28134
misc(),134,0.1
conj(coord),76,0.05672
n(prop),73,0.05448
adp(),71,0.05299
"v(fin,pres,lex)",66,0.04925
art(def),52,0.03881
adj(),44,0.03284
interj(),41,0.0306
adv(gener),39,0.0291
v(infin),37,0.02761
n(plu),37,0.02761
"v(fin,pres,aux_cop)",30,0.02239
"pron(pers,3,plu)",30,0.02239
"pron(pers,3,sing)",26,0.0194
pron(poss),25,0.01866
art(indef),18,0.01343
adv(neg),15,0.01119
adv(dem),13,0.0097
v(imp),12,0.00896
pron(rel),12,0.00896
"v(fin,past,lex)",11,0.00821
pron(dem),9,0.00672
conj(comp),8,0.00597
adv(inter),8,0.00597
conj(subord),8,0.00597
"v(participle,past)",7,0.00522
pronadv(rel),6,0.00448
"pron(pers,2,plu)",5,0.00373
pron(indef),5,0.00373
"pron(pers,1,sing)",5,0.00373
num(card),4,0.00299
"pron(pers,2,sing)",4,0.00299
pronadv(dem),4,0.00299
num(indef),3,0.00224
"v(fin,past,aux_cop)",2,0.00149
adv(resum),2,0.00149
punc(quest),2,0.00149
pron(inter),2,0.00149
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00075
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00075
"pron(pers,1,plu)",1,0.00075
pron(poss)+n(sing),1,0.00075
"adv(neg)+v(fin,pres,lex)",1,0.00075
"adj()+v(participle,past)",1,0.00075
v(prtcl),1,0.00075
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00075
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00075
pronadv(prep),1,0.00075
pronadv(pers),1,0.00075
"pron(pers,3,sing)+interj()",1,0.00075
"pron(pers,3,sing)+conj(neg)",1,0.00075
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00075
n(sing)+adj(),1,0.00075
n(plu)+art(def),1,0.00075
conj(alse),1,0.00075
