POS,Nombre d'apparitions,Frequence d'apparition
n(sing),29,0.145
adj(),20,0.1
adv(gener),17,0.085
conj(coord),16,0.08
adp(),14,0.07
v(infin),14,0.07
"v(fin,pres,lex)",13,0.065
art(def),11,0.055
"v(fin,pres,aux_cop)",8,0.04
n(prop),8,0.04
"pron(pers,1,plu)",5,0.025
n(plu),5,0.025
"v(participle,past)",5,0.025
adv(dem),4,0.02
conj(subord),3,0.015
"pron(pers,3,sing)",3,0.015
pron(rel),2,0.01
pronadv(prep),2,0.01
pronadv(dem),2,0.01
pronadv(rel),2,0.01
pron(indef),2,0.01
pron(dem),2,0.01
interj(),2,0.01
pron(poss),2,0.01
art(indef),1,0.005
num(card),1,0.005
"pron(pers,2,sing)",1,0.005
adv(neg),1,0.005
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.005
"v(fin,past,lex)",1,0.005
misc(),1,0.005
n(sing)+n(sing),1,0.005
adp()+art(def),1,0.005
