POS,Nombre d'apparitions,Frequence d'apparition
n(sing),52,0.15249
adv(gener),27,0.07918
conj(coord),27,0.07918
"v(fin,pres,aux_cop)",25,0.07331
n(plu),20,0.05865
"v(fin,pres,lex)",18,0.05279
adj(),18,0.05279
adp(),17,0.04985
v(infin),16,0.04692
pron(poss),16,0.04692
art(def),12,0.03519
"v(participle,past)",11,0.03226
"pron(pers,3,plu)",10,0.02933
pron(rel),9,0.02639
adv(neg),6,0.0176
pron(indef),5,0.01466
num(indef),5,0.01466
"pron(pers,2,plu)",5,0.01466
n(prop),4,0.01173
"pron(pers,1,plu)",4,0.01173
pronadv(dem),3,0.0088
"pron(pers,3,sing)",3,0.0088
conj(subord),3,0.0088
v(imp),3,0.0088
adv(dem),3,0.0088
"pron(pers,1,sing)",2,0.00587
"v(fin,past,lex)",2,0.00587
"pron(pers,2,sing)",2,0.00587
adp()+art(def),2,0.00587
"v(participle,pres)",1,0.00293
adv(indef),1,0.00293
"v(fin,past,aux_cop)",1,0.00293
pronadv(prep),1,0.00293
misc(),1,0.00293
art(indef),1,0.00293
pron(inter),1,0.00293
punc(quest),1,0.00293
interj(),1,0.00293
art(def)+n(sing),1,0.00293
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00293
