POS,Nombre d'apparitions,Frequence d'apparition
n(sing),25,0.16447
adv(gener),15,0.09868
adp(),13,0.08553
adj(),11,0.07237
"v(fin,pres,lex)",11,0.07237
pron(poss),9,0.05921
v(infin),8,0.05263
conj(coord),7,0.04605
"v(fin,pres,aux_cop)",7,0.04605
n(plu),6,0.03947
art(def),6,0.03947
adv(neg),5,0.03289
"pron(pers,3,sing)",3,0.01974
"pron(pers,2,sing)",3,0.01974
"pron(pers,1,sing)",3,0.01974
"v(participle,past)",3,0.01974
pron(dem),2,0.01316
art(indef),2,0.01316
conj(subord),2,0.01316
"pron(pers,3,sing)+conj(subord)",1,0.00658
n(prop),1,0.00658
art(def)+n(sing),1,0.00658
v(imp),1,0.00658
"v(fin,past,lex)",1,0.00658
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00658
adv(dem),1,0.00658
adv(indef),1,0.00658
"pron(pers,2,plu)",1,0.00658
interj(),1,0.00658
num(card),1,0.00658
