POS,Nombre d'apparitions,Frequence d'apparition
n(sing),66,0.18803
adp(),34,0.09687
"pron(pers,1,sing)",25,0.07123
pron(poss),23,0.06553
adv(gener),22,0.06268
"v(fin,pres,lex)",20,0.05698
v(infin),16,0.04558
"v(fin,pres,aux_cop)",12,0.03419
conj(coord),12,0.03419
adv(neg),10,0.02849
conj(subord),9,0.02564
adj(),9,0.02564
art(indef),8,0.02279
n(prop),8,0.02279
n(plu),8,0.02279
v(imp),6,0.01709
"pron(pers,2,plu)",6,0.01709
art(def),6,0.01709
num(indef),5,0.01425
"pron(pers,3,plu)",5,0.01425
"v(participle,past)",5,0.01425
interj(),5,0.01425
"pron(pers,3,sing)",4,0.0114
pron(dem),4,0.0114
pron(indef),3,0.00855
adv(dem),3,0.00855
misc(),2,0.0057
"v(fin,past,aux_cop)",2,0.0057
"pron(refl,3,sing)",2,0.0057
"v(fin,past,lex)",2,0.0057
adv(resum),1,0.00285
art(def)+n(sing),1,0.00285
adv(inter),1,0.00285
"conj(subord)+pron(pers,3,plu)",1,0.00285
"pronadv(pers)+v(fin,pres,lex)",1,0.00285
pronadv(dem),1,0.00285
"pron(pers,3,sing)+adv(neg)",1,0.00285
pron(rel),1,0.00285
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00285
