POS,Nombre d'apparitions,Frequence d'apparition
n(sing),44,0.14103
"v(fin,pres,aux_cop)",27,0.08654
adp(),26,0.08333
adv(gener),24,0.07692
"v(participle,past)",20,0.0641
v(infin),17,0.05449
adj(),17,0.05449
n(plu),15,0.04808
pron(poss),14,0.04487
conj(coord),11,0.03526
n(prop),11,0.03526
"pron(pers,3,sing)",9,0.02885
adv(neg),8,0.02564
"pron(pers,1,sing)",8,0.02564
art(def),7,0.02244
"v(fin,pres,lex)",7,0.02244
conj(subord),6,0.01923
"v(fin,past,aux_cop)",5,0.01603
"pron(pers,3,plu)",5,0.01603
"pron(pers,2,plu)",5,0.01603
pron(dem),3,0.00962
"v(fin,past,lex)",2,0.00641
art(indef),2,0.00641
"pron(pers,3,sing)+adv(neg)",2,0.00641
adv(resum),1,0.00321
"pron(refl,3,sing)",1,0.00321
pron(rel),1,0.00321
"pron(pers,2,sing)+adp()",1,0.00321
conj(subord)+pron(indef),1,0.00321
"pron(pers,2,sing)",1,0.00321
v(imp),1,0.00321
adp()+art(def),1,0.00321
pron(inter),1,0.00321
interj(),1,0.00321
art(def)+adp(),1,0.00321
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00321
"pron(pers,3,sing)+interj()",1,0.00321
art(def)+n(sing),1,0.00321
adv(dem),1,0.00321
num(indef),1,0.00321
pron(indef),1,0.00321
