POS,Nombre d'apparitions,Frequence d'apparition
n(sing),47,0.21267
conj(coord),20,0.0905
adj(),16,0.0724
punc(quest),13,0.05882
adp(),11,0.04977
"v(participle,past)",11,0.04977
"v(fin,pres,lex)",10,0.04525
"pron(pers,1,sing)",9,0.04072
n(prop),8,0.0362
adv(gener),6,0.02715
"v(fin,pres,aux_cop)",6,0.02715
"pron(pers,2,sing)",6,0.02715
misc(),6,0.02715
v(imp),5,0.02262
v(infin),4,0.0181
adv(neg),4,0.0181
art(def),3,0.01357
pron(dem),3,0.01357
pron(poss),3,0.01357
art(indef),3,0.01357
conj(subord),3,0.01357
num(card),2,0.00905
"pron(pers,3,sing)",2,0.00905
n(plu),2,0.00905
interj(),2,0.00905
art(def)+n(sing),2,0.00905
misc(latin),1,0.00452
adv(resum),1,0.00452
adp()+art(def),1,0.00452
"pron(pers,3,sing)+pron(pers,1,sing)+v(fin,pres,lex)",1,0.00452
adv(dem),1,0.00452
pronadv(dem),1,0.00452
"pron(pers,3,sing)+v(fin,past,lex)",1,0.00452
pron(indef),1,0.00452
num(ord),1,0.00452
v(prtcl),1,0.00452
pron(rel),1,0.00452
"pron(refl,3,sing)",1,0.00452
pron(rel)+pronadv(pers),1,0.00452
"v(participle,pres)",1,0.00452
