POS,Nombre d'apparitions,Frequence d'apparition
n(sing),36,0.14876
adv(gener),30,0.12397
adp(),18,0.07438
"v(fin,pres,aux_cop)",16,0.06612
pron(poss),12,0.04959
v(infin),11,0.04545
"v(fin,pres,lex)",11,0.04545
adv(neg),9,0.03719
adj(),9,0.03719
"pron(pers,1,sing)",9,0.03719
"pron(pers,2,plu)",8,0.03306
art(indef),8,0.03306
"pron(pers,3,sing)",7,0.02893
conj(subord),6,0.02479
num(indef),6,0.02479
n(plu),5,0.02066
conj(coord),5,0.02066
art(def),4,0.01653
"pron(pers,2,sing)",4,0.01653
"v(participle,past)",3,0.0124
v(imp),2,0.00826
"v(fin,past,lex)",2,0.00826
pronadv(dem),2,0.00826
pron(dem),2,0.00826
pron(indef),2,0.00826
"v(fin,past,aux_cop)",2,0.00826
adv(dem),2,0.00826
conj(comp),1,0.00413
pron(inter),1,0.00413
adp()+art(def),1,0.00413
pronadv(prep),1,0.00413
"pron(rel)+pron(pers,3,sing)",1,0.00413
"pron(pers,3,plu)",1,0.00413
adv(resum),1,0.00413
n(sing)+adp(),1,0.00413
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00413
art(def)+adp(),1,0.00413
"pron(pers,1,plu)",1,0.00413
