POS,Nombre d'apparitions,Frequence d'apparition
n(sing),97,0.21946
adp(),31,0.07014
"v(fin,pres,lex)",28,0.06335
adv(gener),28,0.06335
"v(fin,pres,aux_cop)",25,0.05656
conj(coord),24,0.0543
"pron(pers,1,sing)",21,0.04751
adj(),18,0.04072
pron(poss),17,0.03846
adv(neg),15,0.03394
art(indef),13,0.02941
"pron(pers,2,plu)",10,0.02262
pron(indef),8,0.0181
adv(dem),8,0.0181
interj(),7,0.01584
v(infin),7,0.01584
art(def),6,0.01357
"pron(pers,3,sing)",6,0.01357
"v(participle,past)",6,0.01357
pron(dem),6,0.01357
adv(resum),5,0.01131
v(imp),5,0.01131
"pron(pers,2,sing)",4,0.00905
pron(rel),4,0.00905
misc(),4,0.00905
"v(fin,past,aux_cop)",4,0.00905
conj(subord),4,0.00905
n(prop),4,0.00905
num(indef),4,0.00905
num(card),3,0.00679
"pron(pers,3,plu)",2,0.00452
n(plu),2,0.00452
"pron(pers,1,sing)+adv(neg)",2,0.00452
pronadv(dem),2,0.00452
adv(rel),1,0.00226
v(prtcl),1,0.00226
n(sing)+adp(),1,0.00226
adp()+art(def)+n(sing),1,0.00226
pronadv(inter),1,0.00226
punc(quest),1,0.00226
pronadv(prep),1,0.00226
adv(inter),1,0.00226
pronadv(rel),1,0.00226
"pron(pers,2,sing)+pron(pers,3,sing)",1,0.00226
pron(inter),1,0.00226
"v(fin,past,lex)",1,0.00226
