POS,Nombre d'apparitions,Frequence d'apparition
n(sing),55,0.14628
adp(),29,0.07713
adv(gener),28,0.07447
adj(),25,0.06649
conj(coord),24,0.06383
"v(fin,pres,lex)",19,0.05053
adv(neg),19,0.05053
"v(fin,pres,aux_cop)",16,0.04255
v(infin),14,0.03723
"pron(pers,1,plu)",13,0.03457
n(plu),11,0.02926
"v(participle,past)",11,0.02926
art(def),11,0.02926
pron(poss),10,0.0266
punc(quest),8,0.02128
n(prop),7,0.01862
adv(dem),7,0.01862
v(imp),6,0.01596
"pron(pers,3,sing)",6,0.01596
art(indef),6,0.01596
"v(fin,past,aux_cop)",6,0.01596
conj(subord),5,0.0133
pron(indef),4,0.01064
num(indef),4,0.01064
pronadv(dem),3,0.00798
art(def)+n(sing),3,0.00798
pronadv(prep),3,0.00798
misc(),3,0.00798
pron(dem),2,0.00532
adp()+art(def),2,0.00532
"pron(pers,1,sing)",2,0.00532
pron(rel),2,0.00532
interj(),2,0.00532
adv(resum),1,0.00266
"v(fin,past,lex)",1,0.00266
"pron(pers,3,sing)+adv(neg)",1,0.00266
num(card),1,0.00266
art(def)+adp(),1,0.00266
art(def)+n(plu),1,0.00266
"pron(refl,3,sing)",1,0.00266
"v(fin,past,lex)+pron(pers,3,plu)",1,0.00266
"pron(pers,2,plu)",1,0.00266
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00266
