POS,Nombre d'apparitions,Frequence d'apparition
n(sing),56,0.21374
adp(),21,0.08015
pron(poss),18,0.0687
adv(gener),17,0.06489
adj(),15,0.05725
"pron(pers,1,plu)",14,0.05344
conj(coord),13,0.04962
"v(fin,pres,aux_cop)",10,0.03817
"v(fin,pres,lex)",10,0.03817
"v(participle,past)",10,0.03817
n(prop),7,0.02672
art(indef),6,0.0229
v(infin),6,0.0229
n(plu),5,0.01908
art(def),5,0.01908
v(imp),5,0.01908
"pron(pers,1,sing)",5,0.01908
adv(neg),4,0.01527
"pron(pers,3,sing)",4,0.01527
interj(),3,0.01145
"pron(pers,2,plu)",3,0.01145
num(indef),3,0.01145
pron(dem),2,0.00763
"v(fin,past,aux_cop)",2,0.00763
num(card),2,0.00763
punc(quest),2,0.00763
conj(subord),2,0.00763
adv(resum),1,0.00382
adv(indef),1,0.00382
v(prtcl),1,0.00382
pron(rel),1,0.00382
art(def)+num(rod),1,0.00382
"pron(pers,3,sing)+pron(pers,1,sing)+v(fin,pres,lex)",1,0.00382
"pron(pers,2,sing)",1,0.00382
v(infin)+adp(),1,0.00382
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00382
pron(indef),1,0.00382
"v(fin,past,lex)",1,0.00382
art(def)+n(sing),1,0.00382
