POS,Nombre d'apparitions,Frequence d'apparition
n(sing),49,0.14412
adp(),34,0.1
v(infin),26,0.07647
"pron(pers,1,sing)",24,0.07059
pron(poss),21,0.06176
adv(gener),18,0.05294
"pron(pers,2,plu)",17,0.05
conj(coord),17,0.05
"v(fin,pres,lex)",17,0.05
adj(),16,0.04706
"v(fin,pres,aux_cop)",15,0.04412
adv(neg),12,0.03529
"pron(pers,3,sing)",7,0.02059
interj(),7,0.02059
n(prop),7,0.02059
v(imp),6,0.01765
n(plu),6,0.01765
conj(subord),5,0.01471
"pron(pers,2,sing)",4,0.01176
"v(participle,past)",3,0.00882
adv(dem),3,0.00882
pronadv(rel),3,0.00882
art(def),3,0.00882
"pron(pers,3,sing)+v(fin,pres,aux_cop)",3,0.00882
art(indef),3,0.00882
pron(indef),2,0.00588
adv(inter),2,0.00588
pron(dem),2,0.00588
misc(),1,0.00294
num(indef),1,0.00294
conj(comp),1,0.00294
adv(resum),1,0.00294
pron(rel),1,0.00294
pron(inter),1,0.00294
"pron(pers,3,sing)+conj(coord)",1,0.00294
"pron(pers,3,sing)+conj(subord)",1,0.00294
