POS,Nombre d'apparitions,Frequence d'apparition
n(sing),81,0.25312
adp(),24,0.075
adj(),19,0.05938
adv(gener),16,0.05
pron(poss),15,0.04688
art(def),14,0.04375
"v(fin,past,aux_cop)",13,0.04062
"v(fin,past,lex)",13,0.04062
"v(fin,pres,lex)",11,0.03438
"pron(pers,3,sing)",11,0.03438
conj(coord),10,0.03125
n(prop),9,0.02812
pron(rel),8,0.025
conj(subord),7,0.02188
art(indef),6,0.01875
"v(fin,pres,aux_cop)",6,0.01875
v(infin),6,0.01875
interj(),6,0.01875
"pron(pers,1,sing)",5,0.01562
adv(dem),5,0.01562
adv(neg),4,0.0125
pron(indef),4,0.0125
pronadv(rel),4,0.0125
"pron(pers,3,plu)",3,0.00938
"pron(pers,2,plu)",3,0.00938
conj(comp),3,0.00938
"v(participle,past)",2,0.00625
num(indef),2,0.00625
pronadv(dem),2,0.00625
misc(),1,0.00312
"pron(pers,3,sing)+conj(subord)",1,0.00312
adv(inter),1,0.00312
pron(inter),1,0.00312
"pron(pers,3,sing)+adv(neg)",1,0.00312
n(plu),1,0.00312
"v(participle,pres)",1,0.00312
pronadv(prep),1,0.00312
