POS,Nombre d'apparitions,Frequence d'apparition
n(sing),26,0.17931
adp(),14,0.09655
v(infin),13,0.08966
art(def),9,0.06207
adv(gener),8,0.05517
n(plu),8,0.05517
adj(),7,0.04828
conj(coord),7,0.04828
"v(fin,pres,aux_cop)",6,0.04138
"v(participle,past)",5,0.03448
pron(poss),5,0.03448
v(imp),4,0.02759
"v(fin,pres,lex)",4,0.02759
pron(indef),4,0.02759
adv(neg),4,0.02759
"pron(pers,1,sing)",3,0.02069
n(prop),2,0.01379
conj(subord),2,0.01379
art(indef),2,0.01379
pron(rel),2,0.01379
"pron(pers,3,sing)",2,0.01379
"adv(inter)+pron(pers,3,plu)",2,0.01379
"v(fin,past,lex)",2,0.01379
conj(comp),1,0.0069
"pron(pers,3,sing)+interj()",1,0.0069
conj(subord)+pronadv(pers),1,0.0069
"pron(pers,3,sing)+adp()",1,0.0069
