POS,Nombre d'apparitions,Frequence d'apparition
n(sing),31,0.248
v(imp),10,0.08
adp(),9,0.072
pron(poss),7,0.056
adj(),7,0.056
"pron(pers,1,sing)",7,0.056
conj(coord),6,0.048
"pron(pers,2,plu)",6,0.048
art(def),6,0.048
interj(),5,0.04
adv(gener),4,0.032
"v(fin,pres,lex)",4,0.032
art(indef),3,0.024
"v(fin,pres,aux_cop)",3,0.024
n(plu),3,0.024
v(infin),2,0.016
n(prop),2,0.016
"v(participle,past)",2,0.016
punc(hyphen),1,0.008
"pron(pers,3,sing)",1,0.008
num(indef),1,0.008
misc(),1,0.008
"pron(pers,3,plu)",1,0.008
"v(fin,past,lex)",1,0.008
conj(subord),1,0.008
punc(quest),1,0.008
