POS,Nombre d'apparitions,Frequence d'apparition
n(sing),23,0.16312
adv(gener),20,0.14184
v(infin),10,0.07092
adp(),9,0.06383
adv(neg),9,0.06383
"v(fin,pres,aux_cop)",9,0.06383
"v(fin,pres,lex)",8,0.05674
adj(),8,0.05674
conj(coord),7,0.04965
pron(poss),6,0.04255
"pron(pers,2,sing)",6,0.04255
adv(dem),5,0.03546
"pron(pers,1,sing)",4,0.02837
"pron(pers,2,plu)",3,0.02128
"v(fin,pres,aux_cop)+pron(pers,2,sing)",2,0.01418
n(plu),2,0.01418
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00709
adv(),1,0.00709
adv(indef),1,0.00709
art(def)+n(sing)+adp(),1,0.00709
art(def),1,0.00709
"pron(pers,1,plu)",1,0.00709
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00709
"pron(pers,2,plu)+v(fin,pres,lex)",1,0.00709
conj(subord),1,0.00709
v(imp),1,0.00709
