POS,Nombre d'apparitions,Frequence d'apparition
n(sing),56,0.15342
adp(),39,0.10685
"v(fin,pres,lex)",30,0.08219
v(infin),26,0.07123
adj(),25,0.06849
adv(gener),22,0.06027
"v(fin,pres,aux_cop)",19,0.05205
pron(poss),14,0.03836
conj(coord),11,0.03014
n(plu),11,0.03014
adv(neg),10,0.0274
art(def),9,0.02466
art(indef),8,0.02192
"pron(pers,2,plu)",7,0.01918
pron(dem),6,0.01644
"pron(pers,1,plu)",6,0.01644
num(indef),5,0.0137
adv(dem),5,0.0137
"v(participle,past)",5,0.0137
"pron(pers,2,sing)",4,0.01096
pron(rel),4,0.01096
v(imp),4,0.01096
n(prop),3,0.00822
art(def)+n(sing),3,0.00822
pron(indef),3,0.00822
conj(subord),3,0.00822
conj(comp),3,0.00822
"v(fin,pres,lex)+pron(indef)",2,0.00548
adv(resum),2,0.00548
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00548
"pron(pers,1,sing)",2,0.00548
pronadv(prep),1,0.00274
interj(),1,0.00274
adv(gener)+art(def),1,0.00274
"conj(coord)+pron(pers,3,sing)",1,0.00274
pron(rel)+pronadv(pers),1,0.00274
"conj(subord)+pron(pers,3,sing)",1,0.00274
"v(fin,past,lex)",1,0.00274
"pron(indef)+v(fin,pres,lex)",1,0.00274
pronadv(rel),1,0.00274
"v(fin,past,aux_cop)",1,0.00274
pron(inter),1,0.00274
conj(subord)+pronadv(pers),1,0.00274
adv(indef),1,0.00274
adp()+art(def),1,0.00274
v(prtcl),1,0.00274
"pron(pers,3,sing)",1,0.00274
