POS,Nombre d'apparitions,Frequence d'apparition
n(sing),49,0.16667
adp(),30,0.10204
"v(fin,pres,lex)",25,0.08503
pron(poss),23,0.07823
conj(coord),18,0.06122
adv(gener),16,0.05442
n(plu),12,0.04082
adv(neg),12,0.04082
"v(fin,pres,aux_cop)",11,0.03741
n(prop),11,0.03741
"pron(pers,1,sing)",10,0.03401
art(def),8,0.02721
art(indef),8,0.02721
"v(participle,past)",7,0.02381
"pron(pers,2,plu)",7,0.02381
adj(),5,0.01701
interj(),5,0.01701
num(indef),4,0.01361
v(infin),3,0.0102
misc(),3,0.0102
adv(dem),3,0.0102
pronadv(rel),3,0.0102
"v(fin,past,lex)",2,0.0068
pron(rel),2,0.0068
pron(dem),2,0.0068
"pron(pers,3,sing)",2,0.0068
"pron(pers,2,sing)",1,0.0034
punc(quest),1,0.0034
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.0034
conj(comp),1,0.0034
conj(subord),1,0.0034
num(card)+n(plu),1,0.0034
"pron(pers,1,plu)",1,0.0034
"v(fin,pres,aux_cop)+pron(indef)",1,0.0034
pron(indef),1,0.0034
adp()+art(def),1,0.0034
v(imp),1,0.0034
art(def)+n(sing),1,0.0034
num(card),1,0.0034
