POS,Nombre d'apparitions,Frequence d'apparition
n(sing),51,0.22467
adp(),28,0.12335
adv(gener),18,0.0793
adj(),15,0.06608
conj(coord),11,0.04846
n(plu),10,0.04405
art(indef),10,0.04405
"v(fin,pres,lex)",7,0.03084
n(prop),6,0.02643
v(infin),6,0.02643
art(def),6,0.02643
adp()+art(def),5,0.02203
"v(fin,pres,aux_cop)",5,0.02203
pron(poss),5,0.02203
"v(participle,past)",4,0.01762
num(indef),4,0.01762
"pron(pers,1,plu)",4,0.01762
adv(dem),4,0.01762
adv(neg),3,0.01322
interj(),3,0.01322
"pron(pers,1,sing)",2,0.00881
"v(fin,past,lex)",2,0.00881
pron(rel),2,0.00881
misc(),2,0.00881
"v(participle,pres)",1,0.00441
"pron(pers,2,plu)",1,0.00441
pron(dem),1,0.00441
v(imp),1,0.00441
pron(inter),1,0.00441
adv(resum),1,0.00441
pron(indef)+adv(neg),1,0.00441
n(plu)+art(def),1,0.00441
"pron(pers,3,plu)",1,0.00441
"pron(pers,3,sing)",1,0.00441
"v(fin,past,aux_cop)",1,0.00441
"pron(refl,3,sing)",1,0.00441
"adv(rel)+pron(pers,3,sing)",1,0.00441
num(ord),1,0.00441
