POS,Nombre d'apparitions,Frequence d'apparition
n(sing),81,0.19471
adp(),42,0.10096
adv(gener),26,0.0625
pron(poss),25,0.0601
"v(fin,pres,aux_cop)",23,0.05529
art(def),17,0.04087
"v(participle,past)",17,0.04087
adj(),15,0.03606
conj(coord),15,0.03606
v(infin),15,0.03606
art(indef),13,0.03125
"v(fin,pres,lex)",12,0.02885
"pron(pers,1,sing)",11,0.02644
"pron(pers,2,plu)",11,0.02644
n(plu),9,0.02163
conj(subord),9,0.02163
interj(),7,0.01683
pron(dem),7,0.01683
n(prop),7,0.01683
adv(neg),6,0.01442
v(imp),5,0.01202
"pron(pers,3,sing)",4,0.00962
num(indef),4,0.00962
"pron(pers,2,sing)",4,0.00962
pron(rel),3,0.00721
adp()+art(def),3,0.00721
"v(fin,past,aux_cop)",3,0.00721
pron(indef),2,0.00481
"pron(refl,2,sing)",2,0.00481
"v(fin,past,lex)",2,0.00481
"pron(refl,3,sing)",2,0.00481
"pron(pers,3,sing)+conj(subord)",1,0.0024
pronadv(rel),1,0.0024
adp()+pron(poss),1,0.0024
punc(quest),1,0.0024
punc(excl),1,0.0024
"pron(pers,3,plu)",1,0.0024
"pron(pers,2,plu)+v(fin,pres,lex)",1,0.0024
adv(indef),1,0.0024
"pron(pers,2,plu)+v(fin,pres,aux_cop)",1,0.0024
num(card)+n(plu),1,0.0024
v(prtcl),1,0.0024
conj(comp),1,0.0024
"v(participle,pres)",1,0.0024
pronadv(dem),1,0.0024
