POS,Nombre d'apparitions,Frequence d'apparition
n(sing),35,0.21739
pron(poss),13,0.08075
conj(coord),13,0.08075
adv(gener),11,0.06832
adp(),11,0.06832
v(infin),9,0.0559
"v(fin,pres,lex)",8,0.04969
adj(),8,0.04969
"pron(pers,2,plu)",5,0.03106
n(plu),5,0.03106
"pron(pers,2,sing)",4,0.02484
n(prop),4,0.02484
"v(fin,pres,aux_cop)",4,0.02484
"pron(pers,1,sing)",4,0.02484
num(card),3,0.01863
conj(subord),3,0.01863
"v(participle,past)",3,0.01863
punc(quest),2,0.01242
adv(dem),2,0.01242
adv(neg),2,0.01242
"v(fin,past,lex)",1,0.00621
pron(dem),1,0.00621
adv(resum),1,0.00621
art(def),1,0.00621
art(indef),1,0.00621
"v(infin,subs)",1,0.00621
num(indef),1,0.00621
v(prtcl),1,0.00621
"pron(pers,3,sing)",1,0.00621
misc(),1,0.00621
pronadv(inter),1,0.00621
"v(fin,pres,aux_cop)+pron(pers,2,sing)",1,0.00621
