POS,Nombre d'apparitions,Frequence d'apparition
n(sing),105,0.16484
adv(gener),67,0.10518
adp(),63,0.0989
v(infin),36,0.05651
conj(coord),34,0.05338
pron(poss),32,0.05024
adj(),32,0.05024
n(prop),26,0.04082
"v(fin,pres,aux_cop)",23,0.03611
n(plu),19,0.02983
"v(participle,past)",19,0.02983
"v(fin,past,lex)",17,0.02669
pron(indef),14,0.02198
"v(fin,past,aux_cop)",13,0.02041
"pron(pers,3,sing)",13,0.02041
art(def),11,0.01727
"v(fin,pres,lex)",10,0.0157
"pron(pers,1,plu)",9,0.01413
art(indef),9,0.01413
adv(dem),9,0.01413
num(indef),8,0.01256
"pron(pers,3,plu)",8,0.01256
adv(neg),8,0.01256
num(card),7,0.01099
interj(),6,0.00942
pron(dem),6,0.00942
conj(subord),6,0.00942
pron(rel),5,0.00785
"pron(pers,1,sing)",5,0.00785
adp()+art(def),2,0.00314
v(imp),2,0.00314
conj(comp),2,0.00314
art(def)+n(sing),1,0.00157
pronadv(dem),1,0.00157
num(ord),1,0.00157
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00157
adv(resum),1,0.00157
"pron(pers,3,sing)+v(imp)",1,0.00157
adv(indef),1,0.00157
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00157
punc(comma),1,0.00157
n(sing)+adp(),1,0.00157
"pron(pers,2,plu)",1,0.00157
