POS,Nombre d'apparitions,Frequence d'apparition
n(sing),35,0.17677
adp(),17,0.08586
adv(gener),16,0.08081
adj(),14,0.07071
conj(coord),13,0.06566
pron(poss),11,0.05556
"v(fin,pres,aux_cop)",10,0.05051
art(indef),10,0.05051
"pron(pers,1,sing)",8,0.0404
interj(),6,0.0303
"v(fin,pres,lex)",5,0.02525
adv(neg),5,0.02525
v(infin),4,0.0202
"pron(pers,2,plu)",4,0.0202
art(def),4,0.0202
conj(comp),3,0.01515
"v(participle,past)",3,0.01515
"pron(pers,3,sing)",3,0.01515
conj(subord),3,0.01515
adv(dem),3,0.01515
n(plu),2,0.0101
n(prop),2,0.0101
punc(quest),2,0.0101
v(imp),2,0.0101
"v(fin,past,lex)",2,0.0101
v(prtcl),2,0.0101
num(indef),2,0.0101
"pron(pers,2,sing)",2,0.0101
pron(rel),1,0.00505
pron(dem),1,0.00505
"v(fin,past,aux_cop)",1,0.00505
adv(inter),1,0.00505
n(sing)+adp(),1,0.00505
