POS,Nombre d'apparitions,Frequence d'apparition
n(sing),49,0.16013
pron(poss),28,0.0915
"pron(pers,1,sing)",25,0.0817
adp(),22,0.0719
"v(fin,pres,aux_cop)",21,0.06863
conj(coord),19,0.06209
adv(gener),16,0.05229
adj(),13,0.04248
adv(neg),11,0.03595
v(infin),11,0.03595
"v(participle,past)",10,0.03268
misc(),9,0.02941
"v(fin,pres,lex)",9,0.02941
"pron(pers,2,plu)",8,0.02614
n(prop),7,0.02288
v(imp),6,0.01961
conj(subord),5,0.01634
n(plu),5,0.01634
art(def),5,0.01634
interj(),4,0.01307
art(indef),4,0.01307
num(indef),3,0.0098
punc(quest),2,0.00654
pron(dem),2,0.00654
"v(fin,past,lex)",2,0.00654
"pron(pers,3,sing)",2,0.00654
"pron(refl,3,sing)",1,0.00327
"pron(pers,2,sing)",1,0.00327
adv(dem),1,0.00327
pronadv(dem),1,0.00327
pronadv(prep),1,0.00327
pronadv(rel),1,0.00327
"v(fin,past,aux_cop)+pron(pers,3,sing)",1,0.00327
art(def)+n(sing),1,0.00327
