POS,Nombre d'apparitions,Frequence d'apparition
n(sing),98,0.20248
adj(),77,0.15909
pron(poss),60,0.12397
adp(),29,0.05992
adv(gener),27,0.05579
n(prop),23,0.04752
conj(coord),22,0.04545
"pron(pers,1,sing)",15,0.03099
"pron(pers,2,plu)",15,0.03099
art(def),13,0.02686
"v(fin,pres,aux_cop)",12,0.02479
"v(fin,pres,lex)",10,0.02066
art(indef),10,0.02066
v(infin),9,0.0186
conj(subord),8,0.01653
pron(indef),7,0.01446
v(imp),6,0.0124
pron(dem),5,0.01033
"pron(pers,3,sing)",5,0.01033
interj(),5,0.01033
n(plu),4,0.00826
"v(fin,past,aux_cop)",4,0.00826
"v(participle,past)",4,0.00826
"v(fin,past,lex)",3,0.0062
conj(comp),3,0.0062
adv(inter),2,0.00413
adv(neg),1,0.00207
art(def)+n(sing),1,0.00207
adp()+art(def),1,0.00207
adv(dem),1,0.00207
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00207
pronadv(inter),1,0.00207
pron(rel),1,0.00207
misc(),1,0.00207
