POS,Nombre d'apparitions,Frequence d'apparition
n(sing),52,0.15569
adj(),25,0.07485
v(infin),24,0.07186
adp(),21,0.06287
pron(poss),18,0.05389
"v(fin,pres,aux_cop)",15,0.04491
adv(gener),15,0.04491
"pron(pers,1,plu)",14,0.04192
n(plu),13,0.03892
art(def),12,0.03593
conj(coord),12,0.03593
"v(fin,pres,lex)",12,0.03593
punc(quest),10,0.02994
pron(dem),8,0.02395
v(imp),8,0.02395
n(prop),6,0.01796
"pron(pers,3,sing)",6,0.01796
art(indef),6,0.01796
"v(participle,past)",6,0.01796
"pron(pers,1,sing)",5,0.01497
conj(subord),5,0.01497
misc(),4,0.01198
num(card),4,0.01198
pron(indef),4,0.01198
pron(inter),3,0.00898
"v(infin,subs)",3,0.00898
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00599
"v(fin,past,lex)",2,0.00599
v(prtcl),2,0.00599
adv(dem),1,0.00299
adv(neg),1,0.00299
interj(),1,0.00299
adv(resum),1,0.00299
punc(comma),1,0.00299
"pron(pers,2,sing)",1,0.00299
"pron(pers,2,plu)",1,0.00299
art(def)+conj(coord),1,0.00299
adv(),1,0.00299
adv(inter),1,0.00299
"pron(pers,3,sing)+interj()",1,0.00299
adp()+art(def),1,0.00299
num(indef),1,0.00299
pronadv(prep)+v(infin\),1,0.00299
"pron(pers,3,sing)+adv(neg)",1,0.00299
"conj(coord)+pron(pers,3,sing)",1,0.00299
"v(fin,past,aux_cop)",1,0.00299
