POS,Nombre d'apparitions,Frequence d'apparition
n(sing),88,0.24176
adv(gener),26,0.07143
adp(),23,0.06319
conj(coord),23,0.06319
art(def),21,0.05769
adj(),21,0.05769
"v(participle,past)",19,0.0522
pron(poss),14,0.03846
"v(fin,pres,aux_cop)",13,0.03571
"v(fin,pres,lex)",13,0.03571
art(indef),11,0.03022
v(imp),8,0.02198
n(plu),7,0.01923
interj(),7,0.01923
v(infin),7,0.01923
punc(quest),7,0.01923
adv(neg),7,0.01923
conj(subord),4,0.01099
num(indef),4,0.01099
num(card),4,0.01099
pron(rel),4,0.01099
n(prop),4,0.01099
"v(fin,past,lex)",3,0.00824
"pron(pers,2,sing)",3,0.00824
pron(indef),3,0.00824
adv(dem),2,0.00549
adv(),2,0.00549
pron(dem),2,0.00549
art(def)+adp(),2,0.00549
"v(fin,past,aux_cop)",1,0.00275
art(def)+n(sing),1,0.00275
punc(comma),1,0.00275
adv(inter),1,0.00275
misc(),1,0.00275
"pron(pers,3,sing)",1,0.00275
adv(indef),1,0.00275
punc(hyphen),1,0.00275
v(prtcl),1,0.00275
pronadv(dem),1,0.00275
"pron(pers,1,sing)",1,0.00275
"pron(pers,2,plu)",1,0.00275
