POS,Nombre d'apparitions,Frequence d'apparition
n(sing),81,0.14972
adv(gener),49,0.09057
adp(),37,0.06839
adj(),32,0.05915
v(infin),31,0.0573
conj(coord),28,0.05176
adv(neg),26,0.04806
n(plu),23,0.04251
"v(fin,pres,lex)",20,0.03697
art(def),20,0.03697
"v(fin,pres,aux_cop)",20,0.03697
"v(participle,past)",19,0.03512
pron(poss),17,0.03142
"pron(pers,3,sing)",17,0.03142
art(indef),16,0.02957
v(imp),8,0.01479
"pron(pers,2,plu)",8,0.01479
conj(subord),8,0.01479
"v(fin,past,lex)",8,0.01479
n(prop),8,0.01479
adv(dem),7,0.01294
num(indef),7,0.01294
interj(),7,0.01294
conj(comp),6,0.01109
adv(resum),6,0.01109
"v(fin,past,aux_cop)",5,0.00924
"pron(pers,3,plu)",4,0.00739
pron(dem),3,0.00555
pron(indef),2,0.0037
pron(rel),2,0.0037
"pron(pers,1,sing)",2,0.0037
adp()+art(def),2,0.0037
"pron(refl,3,sing)",2,0.0037
"pron(pers,2,sing)",2,0.0037
pronadv(dem),1,0.00185
adv(indef),1,0.00185
"pron(refl,2,sing)",1,0.00185
pron(inter),1,0.00185
adv(inter),1,0.00185
pronadv(pers),1,0.00185
"v(imp)+pron(pers,3,sing)",1,0.00185
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00185
