POS,Nombre d'apparitions,Frequence d'apparition
n(sing),23,0.15753
"v(fin,pres,lex)",12,0.08219
adp(),12,0.08219
adv(gener),11,0.07534
art(def),8,0.05479
adj(),7,0.04795
"pron(pers,3,sing)",7,0.04795
conj(coord),7,0.04795
"v(fin,pres,aux_cop)",7,0.04795
"v(participle,past)",5,0.03425
v(infin),5,0.03425
"pron(pers,1,plu)",4,0.0274
pron(poss),3,0.02055
v(imp),3,0.02055
art(indef),3,0.02055
adv(neg),3,0.02055
pron(dem),2,0.0137
adv(resum),2,0.0137
interj(),2,0.0137
"pron(pers,1,sing)",2,0.0137
n(prop),2,0.0137
pron(rel),2,0.0137
"pron(rel)+pron(pers,3,sing)",2,0.0137
pronadv(dem),2,0.0137
"pron(refl,3,sing)",1,0.00685
conj(subord),1,0.00685
n(plu),1,0.00685
misc(),1,0.00685
pron(indef),1,0.00685
pronadv(rel),1,0.00685
adv(dem),1,0.00685
pronadv(prep),1,0.00685
adv(indef),1,0.00685
n(prop)+adp(),1,0.00685
