POS,Nombre d'apparitions,Frequence d'apparition
n(sing),41,0.20098
adj(),22,0.10784
adv(gener),18,0.08824
"v(fin,pres,aux_cop)",16,0.07843
adp(),16,0.07843
conj(coord),12,0.05882
pron(indef),10,0.04902
art(def),8,0.03922
"v(fin,pres,lex)",7,0.03431
v(infin),6,0.02941
"v(participle,past)",5,0.02451
adv(neg),4,0.01961
n(prop),4,0.01961
art(indef),4,0.01961
num(indef),3,0.01471
pron(rel),3,0.01471
n(plu),2,0.0098
conj(comp),2,0.0098
pron(dem),2,0.0098
misc(),2,0.0098
"v(fin,past,lex)",2,0.0098
interj(),2,0.0098
"pron(pers,3,sing)",2,0.0098
pronadv(pers)+pron(indef),1,0.0049
"pron(pers,2,plu)",1,0.0049
adv(resum),1,0.0049
adv(dem),1,0.0049
pron(poss),1,0.0049
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.0049
"v(fin,past,aux_cop)",1,0.0049
v(imp),1,0.0049
"pron(pers,1,sing)",1,0.0049
conj(subord),1,0.0049
pronadv(prep),1,0.0049
