POS,Nombre d'apparitions,Frequence d'apparition
n(sing),45,0.18672
v(infin),20,0.08299
adp(),16,0.06639
adj(),15,0.06224
"v(fin,pres,aux_cop)",15,0.06224
pron(poss),14,0.05809
adv(gener),12,0.04979
art(def),11,0.04564
conj(coord),11,0.04564
"v(fin,pres,lex)",9,0.03734
"v(participle,past)",9,0.03734
adv(neg),8,0.0332
"pron(pers,1,sing)",7,0.02905
"pron(pers,2,plu)",5,0.02075
adv(dem),4,0.0166
"pron(pers,2,sing)",4,0.0166
v(imp),4,0.0166
n(plu),4,0.0166
conj(subord),3,0.01245
"pron(pers,3,sing)",3,0.01245
interj(),3,0.01245
misc(),3,0.01245
adv(inter),2,0.0083
art(indef),2,0.0083
"pron(pers,1,plu)",2,0.0083
"v(fin,past,aux_cop)",1,0.00415
adp()+art(def),1,0.00415
pron(rel),1,0.00415
pronadv(rel),1,0.00415
pron(dem),1,0.00415
adv(rel),1,0.00415
"v(participle,pres)",1,0.00415
"pron(pers,3,sing)+adv(neg)",1,0.00415
pron(inter),1,0.00415
art(def)+n(sing)+adp(),1,0.00415
