POS,Nombre d'apparitions,Frequence d'apparition
n(sing),28,0.19444
pron(poss),17,0.11806
adp(),14,0.09722
adv(gener),11,0.07639
conj(coord),9,0.0625
"v(fin,pres,lex)",9,0.0625
adj(),8,0.05556
n(prop),4,0.02778
art(indef),4,0.02778
"v(fin,pres,aux_cop)",4,0.02778
pron(rel),4,0.02778
"v(participle,past)",3,0.02083
n(plu),3,0.02083
num(indef),3,0.02083
"pron(pers,1,sing)",3,0.02083
v(imp),3,0.02083
interj(),3,0.02083
"pron(pers,2,plu)",3,0.02083
adv(dem),2,0.01389
art(def),2,0.01389
conj(subord),1,0.00694
"pron(pers,3,sing)",1,0.00694
"v(fin,past,lex)",1,0.00694
adv(neg),1,0.00694
pronadv(rel),1,0.00694
art(def)+adp(),1,0.00694
pron(dem),1,0.00694
