POS,Nombre d'apparitions,Frequence d'apparition
n(sing),32,0.12403
v(infin),22,0.08527
adp(),21,0.0814
"v(fin,pres,aux_cop)",19,0.07364
conj(coord),11,0.04264
pron(poss),11,0.04264
adv(gener),10,0.03876
art(def),10,0.03876
"v(fin,pres,lex)",10,0.03876
adv(neg),9,0.03488
"pron(pers,3,sing)",8,0.03101
"pron(pers,2,plu)",8,0.03101
"pron(pers,1,sing)",8,0.03101
"v(participle,past)",7,0.02713
"pron(pers,2,sing)",7,0.02713
adj(),5,0.01938
"v(fin,past,lex)",5,0.01938
num(indef),4,0.0155
n(plu),4,0.0155
conj(subord),4,0.0155
pron(rel),4,0.0155
n(prop),4,0.0155
adv(dem),4,0.0155
pron(dem),3,0.01163
interj(),3,0.01163
pron(indef),3,0.01163
conj(comp),2,0.00775
misc(),2,0.00775
"pron(pers,3,plu)",2,0.00775
art(indef),2,0.00775
punc(quest),2,0.00775
v(imp),2,0.00775
pronadv(prep),2,0.00775
"conj(subord)+pron(pers,3,sing)",1,0.00388
adv(resum),1,0.00388
"pron(pers,3,sing)+v(fin,past,lex)",1,0.00388
"v(fin,past,aux_cop)",1,0.00388
pronadv(inter),1,0.00388
pronadv(dem),1,0.00388
adv(inter),1,0.00388
"pron(refl,3,sing)",1,0.00388
