POS,Nombre d'apparitions,Frequence d'apparition
n(sing),34,0.22368
adp(),14,0.09211
adj(),11,0.07237
conj(coord),10,0.06579
adv(gener),10,0.06579
art(def),10,0.06579
"v(fin,pres,lex)",7,0.04605
v(infin),6,0.03947
"v(fin,pres,aux_cop)",5,0.03289
n(plu),5,0.03289
v(imp),5,0.03289
interj(),5,0.03289
art(indef),4,0.02632
pron(rel),4,0.02632
"pron(pers,1,plu)",3,0.01974
adv(neg),2,0.01316
pron(poss),2,0.01316
conj(subord),2,0.01316
n(prop),2,0.01316
"v(participle,past)",2,0.01316
"pron(pers,3,sing)",2,0.01316
pron(dem),1,0.00658
pronadv(dem),1,0.00658
"pron(pers,2,sing)",1,0.00658
pron(indef),1,0.00658
num(indef),1,0.00658
adp()+art(def),1,0.00658
conj(comp),1,0.00658
