POS,Nombre d'apparitions,Frequence d'apparition
n(sing),48,0.19433
adj(),30,0.12146
"v(fin,pres,lex)",19,0.07692
punc(quest),16,0.06478
n(prop),13,0.05263
conj(coord),12,0.04858
"v(fin,pres,aux_cop)",8,0.03239
adv(gener),8,0.03239
pron(poss),7,0.02834
adv(neg),6,0.02429
art(indef),5,0.02024
n(plu),5,0.02024
"v(participle,past)",5,0.02024
v(imp),5,0.02024
adp(),5,0.02024
"pron(pers,3,sing)",5,0.02024
art(def),4,0.01619
v(infin),4,0.01619
art(def)+n(sing),4,0.01619
interj(),3,0.01215
pron(dem),3,0.01215
pron(indef),3,0.01215
art(def)+adp(),3,0.01215
adv(),3,0.01215
pron(rel),2,0.0081
num(card),2,0.0081
misc(),2,0.0081
adp()+art(def),2,0.0081
"pron(indef)+v(fin,pres,lex)",1,0.00405
adv(resum)+art(def),1,0.00405
adv(resum),1,0.00405
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00405
adj()+art(def),1,0.00405
v(prtcl),1,0.00405
adv(dem),1,0.00405
"v(infin,subs)",1,0.00405
adp()+v(infin),1,0.00405
conj(subord),1,0.00405
adv(inter),1,0.00405
"pron(pers,3,plu)",1,0.00405
"pron(pers,3,sing)+v(fin,pres,aux_cop)+pron(indef)",1,0.00405
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00405
conj(comp),1,0.00405
